Name,Date of First Email Sent,Day of First Email Sent,Date of First Received Email,Date of Last Interaction,Current Stage,Previous Stage,Stages (Grouped),Response,State,Region,Tuition,Role,Grade,Financial Aid %,Sent Email Count,Received Email Count,Date Created,Outreach Type,Last Email From,# of families that we connected',Calls,Newsletter?
Washington Montessori School,2024/03/15 10:51 PM,Friday,,2024/07/04 9:20 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CT,Northeast,25 - 30K,Director of Middle School Experiential Learning,,35,7,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Washington Preparatory School,2024/04/15 11:33 PM,Monday,,2024/07/05 10:27 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,25 - 30K,Head of School,,33,7,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Waterford School,2024/04/29 11:09 PM,Monday,,2024/06/30 1:13 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,UT,West,30 - 35K,College Counseling Director,,17,7,0,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
Watershed School,2024/01/30 12:29 AM,Tuesday,,2024/07/03 8:21 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CO,West,30 - 35K,Counselor & ILP Director,,23,12,0,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Wayland Academy,2023/11/15 12:30 AM,Wednesday,,2024/07/03 8:25 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WI,Midwest,20 - 25K,Student Success Coach,,,18,0,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
Weiss Gifted and Talented School,2024/02/24 8:10 AM,Saturday,,2024/07/06 11:20 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,20 - 25K,Director of School Counseling,,10,9,0,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,,Sent
Wellan Montessori School,2024/03/15 10:53 PM,Friday,,2024/07/04 9:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,30 - 35K,Learning Specialist and Aide,,20,10,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Wellington School,2024/01/10 12:09 AM,Wednesday,,2024/07/06 11:23 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM",Sent Mail Merges,No response yet,OH,Midwest,25 - 30K,Upper School Learning Support Staff,,,15,0,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
West Lutheran High School,2024/04/29 11:05 PM,Monday,,2024/06/30 1:25 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MN,Midwest,10 - 15K,College/Career Counselor,,35,7,0,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
West Nottingham Academy,2024/04/22 11:00 PM,Monday,2024/07/01 4:23 AM,2024/06/30 1:23 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,15 - 20K,Director of College Counseling and Registrar,,"20, Boarding 73K",8,1,2024/04/20 6:38 AM,,ydvorak@wna.org,,,
Westbury Christian School,2024/03/23 1:13 AM,Saturday,,2024/07/04 9:24 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,20 - 25K,Learning Center Coordinator,,20,19,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Westchester Hebrew High School,2024/03/08 11:30 PM,Friday,,2024/07/04 9:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,35 - 40K,Learning Center,,31,7,0,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Western Academy,2024/04/08 11:37 PM,Monday,2024/04/09 12:04 AM,2024/06/29 12:54 PM,Received Summer Drip,"Received Summer Drip, Imported, Contact Later, Ghosted, Engaged, Sent Intro MM","New Contacts, Sent Mail Merges, Warm Leads, Became Unresponsive",No response yet,TX,South,10 - 15K,Head of Middle School,,,11,2,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,Sent
Westlake Lutheran Academy,2024/04/08 11:43 PM,Monday,,2024/07/05 10:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,15 - 20K,Instructional Support Specialist,,40,7,0,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Westminster Academy,2024/02/16 11:43 PM,Friday,,2024/06/28 9:54 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,15 - 20K,Director of Development,,27,8,0,2024/02/15 1:55 PM,,precious@efcoachtutors.com,,,Sent
Westminster Christian Academy,2024/05/06 11:41 PM,Monday,,2024/07/06 11:25 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MO,Midwest,15 - 20K,MS Guidance Counselor,,20,8,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Westside Christian High School,2024/02/19 11:38 PM,Monday,,2024/07/03 8:22 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,OR,West,15 - 20K,Chief of Staff + Assistant to HOS,,35,11,0,2024/02/15 1:55 PM,,precious@efcoachtutors.com,,,Sent
Westside Montessori School,2024/04/08 11:39 PM,Monday,2024/04/08 11:40 PM,2024/07/05 10:18 AM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,TX,South,15 - 20K,Head of School,,,11,1,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Westside School,2023/11/14 11:42 PM,Tuesday,,2024/07/03 8:24 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,20 - 25K,School Counselor,,23,16,0,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
Westtown School,2024/01/10 12:35 AM,Wednesday,,2024/06/29 1:03 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,PA,Northeast,40 - 45K,Upper School Learning Specialist,,43%,13,0,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
Westwood School,2023/11/15 12:30 AM,Wednesday,,2024/07/03 8:24 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,20 - 25K,School and College Counselor,,10,25,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Wheaton Academy,2024/03/02 11:38 PM,Saturday,,2024/07/06 11:25 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,IL,Midwest,15 - 20K,Principal,,33,11,0,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Whidbey Island Waldorf School,2024/04/15 11:10 PM,Monday,,2024/07/05 10:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,15 - 20K,Leadership,,30,9,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Whitefield School,2023/11/15 12:30 AM,Wednesday,,2024/07/03 8:20 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MO,Midwest,30 - 35K,Learning Specialist,,,14,0,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
Whitinsville Christian School,2024/03/15 10:48 PM,Friday,,2024/07/04 9:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,15 - 20K,Academic Support Assistant,,21,9,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Wilberforce School,2024/04/15 11:07 PM,Monday,,2024/07/05 10:20 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,25 - 30K,Head of School,,45,9,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
William Penn Charter School,2024/01/10 12:14 AM,Wednesday,2024/01/10 12:14 AM,2024/06/29 12:56 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,PA,Northeast,40 - 45K,Upper School Learning Specialist,,41%,13,1,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
Williams School,2024/03/15 10:39 PM,Friday,,2024/07/04 9:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CT,Northeast,30 - 35K,Assistant Head of School for Teaching and Learning,,38,10,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Winchendon School,2024/03/08 11:38 PM,Friday,,2024/07/04 9:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,30 - 35K,Assistant Head of School for Program and Learning Experience,,45,7,0,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Windermere Preparatory School,2024/02/24 8:09 AM,Saturday,,2024/07/04 9:24 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,25 - 30K,Director of middle school,,10 / Boarding 80K,10,0,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,,Sent
Windward School,2023/11/07 12:09 AM,Tuesday,,2024/07/03 8:24 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CA,West,45 - 50K,Educational Technology Specialist,,,16,0,2023/11/03 1:58 PM,,precious@efcoachtutors.com,,,Sent
Woodlands Christian Academy,2024/03/23 1:13 AM,Saturday,2024/07/06 1:19 AM,2024/07/05 10:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,30 - 35K,Middle School Dean of Academics,,16,7,1,2024/03/22 6:33 AM,,cchapman@twca.net,,,Sent
Woods Academy,2024/04/29 11:09 PM,Monday,,2024/07/06 11:31 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,25 - 30K,Learning Specialist,,,9,0,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
Woodside Montessori Academy,2024/03/15 10:32 PM,Friday,2024/07/05 12:22 AM,2024/07/04 9:22 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,10 - 15K,Head of School,,,7,1,2024/03/14 1:45 PM,,kgasbarro@woodsideacademy.com,,,Sent
Woodstock Academy,2024/03/15 10:51 PM,Friday,,2024/07/04 9:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CT,Northeast,15 - 20K,Dean of Student Affairs,,"30k, Boarding 55k",7,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Woodstock Day School,2024/03/08 11:35 PM,Friday,,2024/07/04 9:20 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,15 - 20K,Learning Specialist,,31,10,0,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Worcester Preparatory School,2024/04/22 11:02 PM,Monday,,2024/06/30 1:14 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,15 - 20K,School Counselor,,,7,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
World Academy,2024/03/23 1:08 AM,Saturday,,2024/07/05 10:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NH,Northeast,10 - 15K,Academic Learning Specialist,,,8,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Wye River Upper School,2024/04/29 11:00 PM,Monday,,2024/06/30 1:14 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,30 - 35K,Learning Specialist,,42,7,0,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
Xavier College Prep,2023/11/15 12:31 AM,Wednesday,,2024/07/03 8:23 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CA,West,15 - 20K,Counselor,,,12,0,2023/10/27 9:26 AM,,precious@efcoachtutors.com,,,Sent
Xavier High School,2024/03/02 11:38 PM,Saturday,,2024/06/28 9:57 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CT,Northeast,15 - 20K,School Counselor,,45,18,0,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Xceed Preparatory Academy - Weston,2024/02/24 11:10 PM,Saturday,,2024/07/06 11:25 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,20 - 25K,Chief Academic Officer,,,10,0,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,,Sent
Yavneh Academy,2024/04/22 11:06 PM,Monday,,2024/06/30 1:14 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,15 - 20K,"Director of Guidance, Middle School",,,7,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Yeshiva of Greater Washington Girls Division,2024/04/22 11:05 PM,Monday,,2024/06/30 1:19 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,15 - 20K,Director of Educational Support Services,,,7,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Yeshiva Ohr Yisrael High School for Boys,2024/03/15 10:31 PM,Friday,2024/03/15 10:31 PM,2024/06/29 1:01 PM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Intro MM, Imported, Sent Unresponsive -- Intro","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,MA,Northeast,15 - 20K,Dean of Students Success,,,11,4,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Yeshiva Shaarei Tzion Boys' School,2024/04/22 11:02 PM,Monday,,2024/06/30 1:18 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,10 - 15K,Director of Student Services,,,14,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Yeshiva Shaarei Tzion Girls School,2024/04/22 11:34 PM,Monday,,2024/06/30 1:18 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,10 - 15K,General Studies Resource,,,14,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Yeshiva University High School for Boys,2024/03/08 11:53 PM,Friday,,2024/07/04 9:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,20 - 25K,Learning Center Specialist,,Boarding 26k,7,0,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Yeshivah of Flatbush - Joel Braverman High School,2024/03/08 11:35 PM,Friday,,2024/07/04 9:20 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,35 - 40K,Director of Teaching and Learning,,,7,0,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Yeshivat Noam School,2024/04/22 11:36 PM,Monday,,2024/06/30 1:20 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,15 - 20K,8th Grade Learning Center GS,,,7,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Allen Academy,2024/03/23 1:06 AM,Saturday,2024/03/29 1:55 AM,2024/07/02 9:52 AM,Shared/will share our info with families,"Scheduled phone call, Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Outreached our Services",Responded,TX,South,15 - 20K,School Counselor,,,14,2,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,Discovery chat,Sent
Andover School of Montessori,2024/03/15 10:50 PM,Friday,2024/03/16 3:23 AM,2024/07/02 9:52 AM,Shared/will share our info with families,"Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Outreached our Services",Responded,MA,Northeast,20 - 25K,Learning Specialist,,11,10,1,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Bellarmine College Prep,2024/01/30 11:37 PM,Tuesday,2024/01/31 12:25 AM,2024/07/06 11:26 AM,Shared/will share our info with families,"Scheduled phone call, Engaged, Shared/will share our info with families, Sent Intro MM, Imported, Connected us with families","New Contacts, Sent Mail Merges, Warm Leads, Outreached our Services",Responded,CA,West,20 - 25K,"Learning Specialist, Ssd Coordinator",9-12,,32,7,2024/01/26 10:28 AM,,precious@efcoachtutors.com,,Discovery chat,Sent
Brightmont Academy - Mendota Heights Campus,2024/04/15 11:13 PM,Monday,2024/04/30 3:22 AM,2024/07/02 9:54 AM,Shared/will share our info with families,"Scheduled phone call, Engaged","Warm Leads, Outreached our Services",Responded,WA,West,25 - 30K,Sammamish Campus Director,,,20,7,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,Discovery chat,Sent
Buffalo SeminaryThis,2023/11/14 11:30 PM,Tuesday,2023/11/21 5:00 AM,2024/07/02 9:54 AM,Shared/will share our info with families,"Engaged, Contact Later, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Outreached our Services",Responded,NY,Northeast,20 - 25K,Dean of Teaching and Learning,,,16,4,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
Canterbury School,2024/01/30 12:17 AM,Tuesday,2024/01/30 12:31 AM,2024/07/02 9:52 AM,Shared/will share our info with families,"Will call (unresponsive 2x), Contact Later, Called but no answer, Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Outreached our Services, Became Unresponsive",Responded,FL,South,25 - 30K,US Academic Support and Testing Coordinator,,30,25,5,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,Discovery chat,Sent
Chiaravalle Montessori,2024/03/02 11:36 PM,Saturday,2024/03/08 4:22 AM,2024/07/02 9:54 AM,Shared/will share our info with families,"Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Outreached our Services",Responded,IL,Midwest,20 - 25K,Head of School,,30,10,2,2024/02/29 12:23 PM,,rspringer@chiaravalle.org,,,Sent
Crossroads Academy,2024/03/23 1:08 AM,Saturday,2024/04/23 11:37 PM,2024/07/02 9:52 AM,Shared/will share our info with families,"Scheduled phone call, Engaged, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Outreached our Services",Responded,NH,Northeast,20 - 25K,Learning Specialist and After Care Director,,20,17,4,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,Discovery chat,Sent
Emery/Weiner School,2024/03/23 1:01 AM,Saturday,2024/03/25 9:23 PM,2024/07/02 9:55 AM,Shared/will share our info with families,"Scheduled phone call, Shared/will share our info with families, Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads, Outreached our Services",Responded,TX,South,30 - 35K,Middle School Learning Support Specialist,,9,20,3,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,Discovery chat,Sent
